59.250634	59.250634	C
\	1580.659058	1580.659058
64.333322	64.333322	C
\	2043.511597	2043.511597
66.501462	66.501462	C
\	2671.416260	2671.416260
69.273837	69.273837	C
\	3050.665527	3050.665527
73.574573	73.574573	C
\	2395.819092	2395.819092
76.311405	76.311405	c
\	2600.297852	2600.297852
89.071439	89.071439	c
\	3562.491455	3562.491455
92.412507	92.412507	c
\	2971.547607	2971.547607
95.042709	95.042709	c
\	3077.415283	3077.415283
97.672911	97.672911	c
\	3592.892090	3592.892090
100.125397	100.125397	c
\	4075.797852	4075.797852
106.665359	106.665359	c
\	4144.163086	4144.163086
109.437734	109.437734	c
\	3716.676514	3716.676514
112.067936	112.067936	c
\	3472.577148	3472.577148
115.728893	115.728893	c
\	3077.415283	3077.415283
122.304398	122.304398	c
\	3384.558350	3384.558350
124.721341	124.721341	c
\	2894.098389	2894.098389
131.119130	131.119130	c
\	3186.335938	3186.335938
135.704212	135.704212	c
\	1910.369385	1910.369385
139.400712	139.400712	c
\	2309.053955	2309.053955
141.995371	141.995371	c
\	2082.784424	2082.784424
144.483400	144.483400	c
\	1837.209595	1837.209595
148.926309	148.926309	c
\	1748.636841	1748.636841
153.440304	153.440304	c
\	1731.296631	1731.296631
157.634411	157.634411	c
\	1801.402588	1801.402588
160.157983	160.157983	c
\	1766.100464	1766.100464
162.397209	162.397209	c
\	1596.924683	1596.924683
166.058166	166.058166	c
\	1837.209595	1837.209595
168.972714	168.972714	c
\	1629.805176	1629.805176
172.420412	172.420412	c
\	4844.473145	4844.473145
176.507888	176.507888	c
\	3685.399414	3685.399414
179.742326	179.742326	c
\	3413.689941	3413.689941
182.336984	182.336984	c
\	3131.488281	3131.488281
185.678052	185.678052	c
\	2997.733398	2997.733398
192.822250	192.822250	c
\	2142.750732	2142.750732
198.047111	198.047111	c
\	4178.710938	4178.710938
202.596649	202.596649	c
\	2024.083252	2024.083252
205.297938	205.297938	c
\	1714.079468	1714.079468
206.861842	206.861842	c
\	1663.155884	1663.155884
209.314328	209.314328	c
\	1350.049927	1350.049927
212.477679	212.477679	c
\	1306.804932	1306.804932
219.835136	219.835136	c
\	2373.896240	2373.896240
222.216535	222.216535	c
\	2462.531006	2462.531006
225.273257	225.273257	c
\	2024.083252	2024.083252
