14.747836	14.747836	C
\	445.189331	445.189331
16.560221	16.560221	C
\	849.002747	849.002747
19.865158	19.865158	C
\	665.828003	665.828003
69.972264	69.972264	C
\	1961.178101	1961.178101
85.430839	85.430839	C
\	1034.773682	1034.773682
87.634130	87.634130	C
\	3434.002441	3434.002441
107.570362	107.570362	C
\	868.620361	868.620361
155.438640	155.438640	C
\	736.344116	736.344116
162.048513	162.048513	C
\	736.344116	736.344116
164.074120	164.074120	C
\	445.189331	445.189331
169.262515	169.262515	C
\	322.555023	322.555023
194.884660	194.884660	C
\	829.630615	829.630615
196.945803	196.945803	C
\	791.610229	791.610229
204.515174	204.515174	C
\	648.746643	648.746643
214.820891	214.820891	C
\	459.692596	459.692596
237.635616	237.635616	C
\	598.773804	598.773804
242.788475	242.788475	C
\	213.053192	213.053192
255.510704	255.510704	C
\	297.138397	297.138397
308.389693	308.389693	C
\	888.486267	888.486267
362.299253	362.299253	
\	615.222290	615.222290
710.881242	710.881242	C
\	402.758545	402.758545
713.013459	713.013459	C
\	582.531128	582.531128
715.749805	715.749805	C
\	648.746643	648.746643
894.536224	894.536224	C
\	309.766785	309.766785
1447.704461	1447.704461	C
\	683.125610	683.125610
1451.400304	1451.400304	C
\	908.603882	908.603882
