10.036570	10.036570	C
\	1986.843018	1986.843018
26.804985	26.804985	C
\	1951.682007	1951.682007
34.932159	34.932159	C
\	865.627319	865.627319
38.995745	38.995745	C
\	804.963379	804.963379
41.504888	41.504888	C
\	1310.870483	1310.870483
43.328606	43.328606	C
\	1062.689575	1062.689575
56.302708	56.302708	C
\	1505.108154	1505.108154
58.542577	58.542577	C
\	907.422607	907.422607
75.421150	75.421150	C 
\	4844.822266	4844.822266
81.112619	81.112619	C
\	2365.141602	2365.141602
85.188445	85.188445	C
\	2095.147949	2095.147949
87.330396	87.330396	C
\	2661.215088	2661.215088
102.177176	102.177176	C
\	368.524445	368.524445
158.822596	158.822596	C
\	2022.469971	2022.469971
168.149262	168.149262	C
\	1158.057495	1158.057495
169.997460	169.997460	C
\	1232.954468	1232.954468
174.709751	174.709751	C
\	121.046829	121.046829
177.561606	177.561606	C
\	487.274261	487.274261
179.960591	179.960591	C
\	672.398254	672.398254
194.330021	194.330021	C
\	1158.057495	1158.057495
195.994623	195.994623	C
\	1258.585205	1258.585205
215.076345	215.076345	C
\	1133.742188	1133.742188
215.871927	215.871927	C
\	1284.555420	1284.555420
219.605041	219.605041	C
\	1848.936157	1848.936157
222.922005	222.922005	C
\	1447.772461	1447.772461
229.874166	229.874166	C
\	2132.210938	2132.210938
235.002608	235.002608	C
\	2246.375244	2246.375244
239.800578	239.800578	C
\	2488.695557	2488.695557
240.669598	240.669598	C
\	2405.784668	2405.784668
243.252179	243.252179	C
\	1686.463867	1686.463867
246.826177	246.826177	C
\	1310.870483	1310.870483
249.127244	249.127244	C
\	2022.469971	2022.469971
251.795503	251.795503	C
\	1016.857239	1016.857239
255.455179	255.455179	C
\	1447.772461	1447.772461
257.352335	257.352335	C
\	950.333496	950.333496
263.716989	263.716989	C
\	1505.108154	1505.108154
266.324049	266.324049	C
\	2022.469971	2022.469971
270.571232	270.571232	C
\	1686.463867	1686.463867
274.279867	274.279867	C
\	1563.974365	1563.974365
280.387487	280.387487	C
\	3341.921387	3341.921387
284.194039	284.194039	C
\	1534.347412	1534.347412
286.947976	286.947976	C
\	1476.251465	1476.251465
290.167022	290.167022	C
\	1391.927002	1391.927002
291.182919	291.182919	C
\	1563.974365	1563.974365
294.463164	294.463164	C
\	1258.585205	1258.585205
299.567127	299.567127	C
\	4918.346680	4918.346680
301.904913	301.904913	C
\	4491.388672	4491.388672
304.548692	304.548692	C
\	4423.452148	4423.452148
309.456820	309.456820	C
\	4918.346680	4918.346680
318.722287	318.722287	C
\	1848.936157	1848.936157
326.861700	326.861700	C
\	1062.689575	1062.689575
331.904465	331.904465	C
\	886.387451	886.387451
336.959469	336.959469	C
\	994.389893	994.389893
349.333825	349.333825	C
\	845.139160	845.139160
357.412039	357.412039	C
\	1476.251465	1476.251465
359.027682	359.027682	C
\	1310.870483	1310.870483
361.414428	361.414428	C
\	672.398254	672.398254
363.348303	363.348303	C
\	354.541412	354.541412
370.839011	370.839011	C
\	1284.555420	1284.555420
390.912151	390.912151	C
\	672.398254	672.398254
415.465027	415.465027	C
\	1916.981445	1916.981445
442.747361	442.747361	C
\	3034.761963	3034.761963
452.881849	452.881849	C
\	1364.551636	1364.551636
458.989469	458.989469	C
\	802.997498	802.997498
468.830203	468.830203	C
\	1642.501221	1642.501221
491.620560	491.620560	C
\	1189.427734	1189.427734
599.966554	599.966554	C
\	1534.347412	1534.347412
617.297996	617.297996	C
\	2246.375244	2246.375244
625.045739	625.045739	C
\	6611.812012	6611.812012
625.914759	625.914759	C
\	6328.498047	6328.498047
644.225379	644.225379	C
\	5380.417969	5380.417969
645.596227	645.596227	C
\	3134.462891	3134.462891
663.759970	663.759970	C
\	2843.069336	2843.069336
1032.346873	1032.346873	C
\	972.216675	972.216675
1035.443522	1035.443522	C
\	529.224670	529.224670
1036.496138	1036.496138	C
\	899.777954	899.777954
1042.138649	1042.138649	C
\	865.627319	865.627319
1047.524125	1047.524125	C
\	1476.251465	1476.251465
1076.703616	1076.703616	C
\	1284.555420	1284.555420
1078.808847	1078.808847	C
\	1686.463867	1686.463867
